Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,Churn
No,Yes,5,Yes,No,DSL,No,No,No,No,46,Yes
No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,101.3,No
Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,76.95,No
Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,55.3,No
No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,92.45,No
No,No,1,Yes,No,DSL,Yes,No,No,No,48.45,No
Yes,Yes,18,Yes,No,No,No,No,No,No,19.35,No
No,No,4,Yes,Yes,DSL,No,No,No,No,51.75,Yes
Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,86.7,No
Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,94.4,Yes
Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,55.7,No
No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,84.25,No
No,No,59,Yes,No,DSL,No,No,Yes,Yes,64.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.15,Yes
Yes,No,7,Yes,No,Fiber optic,No,No,No,No,69.2,No
Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,54.65,No
Yes,Yes,54,Yes,Yes,No,No,No,No,No,24.75,No
Yes,Yes,51,Yes,Yes,No,No,No,No,No,23.95,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,105,No
Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,59.85,No
No,No,2,Yes,No,No,No,No,No,No,20.05,No
No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,92.15,No
Yes,Yes,68,No,No,DSL,Yes,Yes,No,No,44.8,No
No,No,31,Yes,No,No,No,No,No,No,20.9,No
No,No,21,Yes,Yes,Fiber optic,No,No,No,No,95.4,No
No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,80.35,No
Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,85.1,No
No,No,9,No,No,DSL,No,No,No,No,34.7,Yes
Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,115.05,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,81.1,Yes
Yes,Yes,22,Yes,No,No,No,No,No,No,19.95,No
Yes,Yes,1,Yes,No,No,No,No,No,No,20.55,Yes
No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,106.6,Yes
Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,86.15,No
No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,78.85,No
Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,106.75,Yes
Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,86.55,No
No,No,4,No,No,DSL,Yes,Yes,No,Yes,42.4,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,89.45,Yes
Yes,No,70,Yes,Yes,No,No,No,No,No,24.25,No
No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,97.9,Yes
No,No,21,Yes,No,No,No,No,No,No,20.5,No
No,No,20,Yes,No,No,No,No,No,No,19.6,No
Yes,Yes,22,Yes,No,No,No,No,No,No,20.25,No
No,No,1,Yes,No,DSL,No,No,No,No,55.7,Yes
No,No,63,Yes,No,No,No,No,No,No,20.6,No
Yes,Yes,70,Yes,No,No,No,No,No,No,19.8,No
No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,79.8,Yes
No,No,5,Yes,No,Fiber optic,No,No,No,No,80.2,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,116.4,No
No,No,13,No,No,DSL,No,Yes,No,No,31.65,No
Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,94.15,No
No,No,1,Yes,No,No,No,No,No,No,20.65,No
Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,76.85,No
No,No,4,Yes,No,No,No,No,No,No,20.15,No
No,No,35,Yes,Yes,DSL,Yes,No,No,No,55.25,No
Yes,No,18,No,No,DSL,No,No,Yes,No,39.05,Yes
Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,82.15,No
No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,103,No
Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,95.1,No
Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,83.9,Yes
Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,95.15,No
Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,79.8,No
Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,74.8,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,69.85,Yes
No,No,41,Yes,No,No,No,No,No,No,20.45,No
Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,78.35,No
No,No,1,Yes,No,DSL,No,No,No,No,53.55,Yes
No,No,51,Yes,No,No,No,No,No,No,19.1,No
Yes,Yes,42,Yes,No,No,No,No,No,No,20,No
Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,93.9,Yes
No,No,48,Yes,No,No,No,No,No,No,19.95,No
Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,113.15,Yes
No,No,48,Yes,Yes,No,No,No,No,No,24,No
Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,84.95,Yes
Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,80.5,Yes
No,No,1,Yes,No,No,No,No,No,No,19.3,Yes
No,No,27,Yes,No,No,No,No,No,No,19.15,No
No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,91.3,No
No,No,1,Yes,No,DSL,No,No,Yes,No,49.65,Yes
No,No,46,Yes,No,DSL,No,No,Yes,Yes,54.35,Yes
Yes,Yes,25,Yes,No,No,No,No,No,No,19.15,No
No,No,4,Yes,No,Fiber optic,No,No,No,No,88.45,Yes
No,No,13,Yes,No,No,No,No,No,No,19.75,No
Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,75.5,No
Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,83.75,No
No,No,2,Yes,No,No,No,No,No,No,19.4,No
No,No,65,Yes,Yes,No,No,No,No,No,26.5,No
No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,90.5,Yes
Yes,Yes,55,Yes,No,No,No,No,No,No,19.15,No
Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,94.85,Yes
Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,69.95,Yes
Yes,Yes,35,No,No,DSL,No,No,No,Yes,40.9,No
No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,80.25,No
No,No,1,Yes,No,DSL,Yes,No,No,No,48.6,Yes
No,No,17,Yes,No,Fiber optic,No,No,No,No,70.8,No
Yes,Yes,10,Yes,No,DSL,No,No,Yes,No,60.2,No
No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,55.2,No
No,No,40,No,No,DSL,Yes,Yes,No,No,55.8,Yes
Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,54.15,No
Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,80.15,Yes
No,No,3,Yes,Yes,Fiber optic,No,No,No,No,75.5,Yes
Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,100.4,No
No,No,45,Yes,No,DSL,Yes,Yes,No,Yes,62.55,No
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,70.45,No
Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,85.5,No
No,No,1,Yes,No,No,No,No,No,No,20.2,Yes
Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,54.5,No
No,No,2,Yes,No,No,No,No,No,No,20.75,No
No,No,11,Yes,No,No,No,No,No,No,20.35,No
Yes,No,20,Yes,No,Fiber optic,No,No,No,No,91,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.8,No
Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,74.75,Yes
No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,104.05,Yes
No,No,40,Yes,No,DSL,No,No,No,Yes,51.1,No
Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,89.8,No
No,Yes,22,Yes,No,No,No,No,No,No,20.55,No
No,No,11,Yes,No,DSL,Yes,No,Yes,No,64.05,No
Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,74.85,No
No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,96.65,Yes
No,No,1,Yes,No,No,No,No,No,No,20.05,Yes
No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,103.45,Yes
Yes,No,3,No,No,DSL,No,No,No,No,25,No
No,No,58,Yes,No,No,No,No,No,No,20.3,No
No,Yes,6,Yes,Yes,No,No,No,No,No,26.35,No
Yes,Yes,1,Yes,No,No,No,No,No,No,19.9,Yes
Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,54.7,No
Yes,No,14,No,No,DSL,No,No,No,No,46.35,Yes
Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,90.25,No
No,No,1,Yes,No,No,No,No,No,No,19.95,Yes
No,No,6,Yes,No,No,No,No,No,No,20.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,79.6,Yes
No,Yes,39,Yes,Yes,No,No,No,No,No,25.45,No
No,No,20,Yes,No,No,No,No,No,No,19.5,No
No,No,1,Yes,No,Fiber optic,No,No,No,Yes,75.9,Yes
Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,76.2,Yes
Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,66.15,No
No,Yes,1,Yes,No,No,No,No,No,No,19.25,Yes
Yes,No,46,Yes,No,DSL,No,Yes,No,No,69.1,No
Yes,Yes,28,No,No,DSL,No,Yes,No,No,39.1,No
Yes,No,33,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,59.8,No
Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,84.3,Yes
No,No,1,Yes,No,DSL,No,Yes,No,No,48.6,No
No,No,7,Yes,No,Fiber optic,No,No,No,No,79,Yes
Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,105.35,No
No,No,65,Yes,Yes,No,No,No,No,No,25.1,No
No,No,1,Yes,No,DSL,Yes,No,No,No,49.75,No
Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,94.75,No
Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,93,No
No,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,71.9,No
No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,77.55,No
No,No,4,Yes,No,No,No,No,No,No,19.85,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.25,Yes
Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,95.25,No
No,No,10,Yes,No,Fiber optic,No,No,Yes,No,84.6,Yes
No,No,34,No,No,DSL,No,No,No,No,25.05,No
Yes,No,35,No,No,DSL,Yes,No,Yes,No,53.15,No
Yes,No,4,Yes,No,No,No,No,No,No,20.15,No
Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,101.25,No
Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,100.55,No
Yes,Yes,17,Yes,Yes,No,No,No,No,No,24.1,Yes
Yes,No,61,Yes,Yes,No,No,No,No,No,25.3,No
Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,No,71.8,No
No,No,4,Yes,No,No,No,No,No,No,19.7,No
Yes,Yes,64,No,No,DSL,No,Yes,Yes,Yes,49.85,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,69.6,No
Yes,Yes,1,Yes,No,No,No,No,No,No,19.75,No
Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,80.8,No
No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,60,Yes
No,No,8,Yes,Yes,Fiber optic,No,No,No,No,86.55,Yes
Yes,No,1,Yes,No,No,No,No,No,No,20.85,Yes
Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,64.2,No
Yes,No,1,No,No,DSL,No,No,No,No,35,No
No,No,39,No,No,DSL,No,No,Yes,No,50.75,Yes
Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,105.5,Yes
Yes,Yes,45,Yes,No,No,No,No,No,No,19.2,No
No,No,6,Yes,No,Fiber optic,Yes,No,No,No,85.15,Yes
No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,90.65,No
Yes,Yes,41,Yes,No,No,No,No,No,No,20,No
No,No,5,Yes,No,Fiber optic,No,Yes,No,No,74.65,No
No,No,72,No,No,DSL,Yes,No,Yes,Yes,61.2,No
No,No,4,Yes,No,No,No,No,No,No,19.95,No
Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,54.8,No
Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,73.45,No
Yes,No,33,Yes,No,DSL,No,No,No,Yes,51.45,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,80.45,No
Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,54.2,Yes
Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,109.5,Yes
Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.4,Yes
No,No,15,Yes,No,Fiber optic,No,No,Yes,No,85.3,No
Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,79.3,No
Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,76.5,No
Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,105.1,Yes
No,No,72,Yes,Yes,No,No,No,No,No,25.4,No
Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,86.85,No
No,No,1,Yes,No,No,No,No,No,No,19.65,No
No,No,1,Yes,No,Fiber optic,No,Yes,No,No,75.7,Yes
No,No,2,Yes,No,DSL,No,No,No,No,45.55,No
Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,78.1,No
No,No,12,Yes,No,No,No,No,No,No,19.3,No
Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.5,No
Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,90.8,Yes
No,No,23,Yes,No,No,No,No,No,No,20.3,No
No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,81.35,No
Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,97.95,Yes
No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,108.15,Yes
No,Yes,2,Yes,No,DSL,No,No,No,No,55.3,No
Yes,No,69,No,No,DSL,Yes,Yes,No,No,56.55,No
No,No,6,Yes,No,Fiber optic,No,No,No,No,80.5,Yes
Yes,Yes,24,Yes,No,No,No,No,No,No,19.7,No
No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.05,No
No,No,27,Yes,No,DSL,Yes,Yes,No,No,52.85,No
Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,104.3,Yes
No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,80.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,71.35,Yes
Yes,Yes,18,Yes,Yes,No,No,No,No,No,24.65,No
Yes,Yes,47,Yes,No,No,No,No,No,No,21.3,No
Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.2,No
No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,89.4,Yes
Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,51.05,No
No,No,67,Yes,No,No,No,No,No,No,19.8,No
No,No,10,Yes,No,No,No,No,No,No,19.9,No
No,No,19,Yes,No,Fiber optic,Yes,No,No,No,87.3,No
Yes,Yes,71,Yes,No,No,No,No,No,No,19.85,No
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,89.4,No
Yes,Yes,48,Yes,No,No,No,No,No,No,20,No
No,No,1,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,83.25,No
No,No,1,Yes,No,No,No,No,No,No,20.6,Yes
Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,102.9,No
Yes,Yes,69,No,No,DSL,Yes,No,Yes,Yes,39.1,No
No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,99.95,Yes
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.5,No
No,No,38,Yes,No,No,No,No,No,No,20.2,No
Yes,No,40,Yes,No,DSL,No,No,No,No,55.8,No
Yes,Yes,61,Yes,Yes,No,No,No,No,No,24.2,No
No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,81,Yes
Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,72.8,No
No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,99.85,No
No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,99.5,No
Yes,No,13,Yes,No,Fiber optic,No,No,No,No,70.15,Yes
No,No,47,Yes,No,No,No,No,No,No,20.25,No
Yes,Yes,69,Yes,Yes,No,No,No,No,No,26,No
No,No,2,Yes,No,No,No,No,No,No,19.9,No
Yes,Yes,22,Yes,No,No,No,No,No,No,19.05,No
Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,96.5,No
No,No,53,Yes,No,No,No,No,No,No,19.85,No
Yes,No,28,Yes,Yes,No,No,No,No,No,25.7,No
No,No,22,Yes,No,No,No,No,No,No,20.3,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.15,Yes
Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,91.55,No
Yes,Yes,48,No,No,DSL,Yes,Yes,No,Yes,39.4,No
Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,105.7,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,70.25,No
No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,93.75,No
Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,96.55,Yes
Yes,No,23,Yes,No,DSL,No,No,No,Yes,60,No
Yes,No,65,Yes,No,DSL,No,No,No,Yes,59.8,No
Yes,No,44,Yes,No,Fiber optic,No,No,No,No,90.65,No
Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,109,No
Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,68.1,No
No,No,12,Yes,No,No,No,No,No,No,20.4,No
Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,81.95,No
No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,60.55,No
No,No,5,Yes,No,DSL,No,Yes,No,Yes,65.6,No
Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,82.5,No
Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,82.3,No
Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,68.15,No
No,No,1,Yes,No,No,No,No,No,No,20.3,No
No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,95.55,Yes
Yes,Yes,53,Yes,No,No,No,No,No,No,20.2,No
No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,89.2,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,69.65,Yes
No,No,1,Yes,No,Fiber optic,No,No,No,No,89.3,Yes
Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,74.8,No
Yes,Yes,46,Yes,No,No,No,No,No,No,20.2,No
Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,84.4,No
No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,87.55,Yes
Yes,No,4,No,No,DSL,No,No,No,No,25.15,No
No,No,25,Yes,No,No,No,No,No,No,19.8,No
Yes,Yes,40,No,No,DSL,No,Yes,No,No,50.85,No
Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,102.4,No
No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,96.3,Yes
No,No,14,Yes,Yes,DSL,No,Yes,No,No,55.5,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,109.75,No
No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,106.4,No
Yes,Yes,47,No,No,DSL,Yes,Yes,Yes,No,60,No
Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,88.8,No
No,No,5,Yes,Yes,Fiber optic,No,No,No,No,85.2,Yes
No,No,13,No,No,DSL,No,No,No,No,35.1,Yes
No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,80.05,No
Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,75.55,No
No,No,42,Yes,No,DSL,No,Yes,No,No,49.55,No
Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,81.3,Yes
Yes,Yes,71,Yes,Yes,No,No,No,No,No,23.9,No
Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,66.4,No
No,Yes,2,Yes,No,No,No,No,No,No,19.6,Yes
No,No,57,Yes,No,No,No,No,No,No,18.8,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,108.4,No
No,No,6,Yes,No,Fiber optic,No,Yes,No,No,85.95,No
Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,85.45,Yes
Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,80.9,No
Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,71,Yes
Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,111.8,No
No,No,16,Yes,No,No,No,No,No,No,20.6,No
No,No,9,Yes,Yes,Fiber optic,No,No,No,No,85.05,Yes
No,No,3,Yes,No,DSL,No,No,No,No,44.6,No
No,Yes,1,Yes,No,DSL,No,No,No,No,44.4,Yes
No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.1,No
Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,115.15,No
Yes,No,60,Yes,No,DSL,Yes,No,No,No,59.8,No
Yes,No,69,Yes,Yes,No,No,No,No,No,26.3,No
No,No,35,Yes,No,Fiber optic,No,No,No,No,70.55,No
No,No,22,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,79.85,No
Yes,No,1,Yes,No,Fiber optic,No,No,No,No,70.3,Yes
Yes,No,1,Yes,No,Fiber optic,No,No,No,No,79.35,Yes
Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,90.05,No
Yes,Yes,72,Yes,Yes,No,No,No,No,No,24.45,No
Yes,Yes,31,No,No,DSL,Yes,No,Yes,Yes,59.95,No
No,Yes,30,Yes,Yes,No,No,No,No,No,25.35,No
No,No,9,Yes,No,Fiber optic,No,No,No,No,90.8,Yes
Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,70.45,Yes
Yes,No,19,No,No,DSL,No,Yes,Yes,No,34.3,No
Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,105.05,No
Yes,Yes,30,Yes,No,No,No,No,No,No,19.3,No
No,No,6,Yes,No,No,No,No,No,No,19.15,No
No,No,2,No,No,DSL,No,Yes,No,No,51.4,No
Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,71.85,No
Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,75.4,No
Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,49.7,No
No,No,70,No,No,DSL,No,No,No,No,45.25,Yes
No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,78.75,No
Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,81.6,No
Yes,No,2,Yes,No,Fiber optic,No,No,No,No,70.4,No
No,No,3,Yes,Yes,Fiber optic,No,No,No,No,75.8,Yes
No,No,3,Yes,Yes,Fiber optic,No,No,No,No,76.1,No
No,No,62,Yes,Yes,Fiber optic,No,No,No,No,94,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,103.95,No
Yes,No,63,Yes,No,No,No,No,No,No,19.95,No
No,No,20,Yes,No,Fiber optic,No,No,No,No,71.3,Yes
No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,110.8,No
Yes,No,21,Yes,No,Fiber optic,No,No,No,No,69.1,Yes
Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,96.1,No
No,No,15,Yes,Yes,DSL,No,No,No,No,48.8,No
No,No,55,Yes,No,DSL,Yes,No,No,No,50.55,No
No,No,11,Yes,No,DSL,No,No,No,No,44.65,No
Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,88.25,Yes
No,No,61,Yes,No,No,No,No,No,No,19.45,No
Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,89.3,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,70,Yes
No,No,35,Yes,No,No,No,No,No,No,19.25,No
No,No,17,Yes,No,Fiber optic,No,No,No,No,70.5,No
No,No,21,Yes,Yes,Fiber optic,No,No,No,No,97.35,Yes
Yes,No,47,Yes,No,No,No,No,No,No,19.65,No
Yes,No,3,Yes,No,No,No,No,No,No,20.85,No
No,No,3,Yes,No,No,No,No,No,No,19.65,No
Yes,No,44,Yes,No,No,No,No,No,No,19.35,No
No,No,1,Yes,No,DSL,No,No,No,No,44,No
Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,94.4,No
Yes,Yes,5,Yes,Yes,No,No,No,No,No,25.9,Yes
No,No,24,Yes,Yes,DSL,Yes,No,No,No,55.65,Yes
No,Yes,1,Yes,No,Fiber optic,No,No,No,No,69.65,Yes
No,No,18,Yes,No,Fiber optic,Yes,No,No,No,75.4,No
No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,100.6,Yes
Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,71,No
No,No,1,Yes,No,Fiber optic,No,Yes,No,No,86,Yes
No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,106.95,Yes
No,No,3,Yes,No,No,No,No,No,No,21.2,No
Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,61.05,No
No,No,3,No,No,DSL,No,Yes,No,No,29.6,Yes
No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,79.95,No
Yes,Yes,14,Yes,No,No,No,No,No,No,19.7,No
No,No,13,Yes,No,No,No,No,No,No,20.3,No
Yes,No,46,No,No,DSL,No,Yes,Yes,Yes,59.9,Yes
Yes,Yes,23,Yes,Yes,No,No,No,No,No,24.35,No
Yes,Yes,47,Yes,No,No,No,No,No,No,19.75,No
No,Yes,17,Yes,No,DSL,Yes,No,No,No,50.3,No
Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,95.6,Yes
Yes,No,59,No,No,DSL,No,Yes,No,No,50.25,No
No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,85.35,No
No,No,11,No,No,DSL,No,No,Yes,No,41.6,Yes
No,No,10,Yes,No,DSL,Yes,No,No,No,51.65,No
Yes,Yes,12,Yes,Yes,No,No,No,No,No,24,No
No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,100.85,Yes
Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,59.85,No
Yes,No,71,Yes,Yes,No,No,No,No,No,25.45,No
Yes,Yes,71,Yes,Yes,No,No,No,No,No,23.9,No
Yes,Yes,33,Yes,Yes,No,No,No,No,No,24.15,No
No,No,67,Yes,Yes,Fiber optic,No,No,No,No,75.7,No
